report_id,subject,transport_mode,detection
MOR8677,"27 bluefin tuna seized from 4 fishing boats in Marsala, Sicily",Sea,
MOR8683,"Over 100 kg of eels seized and 6 arrested in in Nantes, France",Land - Vehicle,
MOR8684,"18 eel poachers sentenced to a fine of up to €5000 each, Nantes - France",,
MOR8685,"6 bluefin tuna seized from truck near Rome International Airport, Italy",Land - Vehicle,
MOR8686,"11 bluefin tuna seized in the Port of Pozzallo, Sicily - Italy",Sea,
MOR8698,"2 giant clam shells seized from a hypermarket in Casamassima, Italy",,
MOR8699,"1 kg of live glass eels seized from restaurant in Camaoire, Italy",,
MOR8700,10 kg of glass eels seized and 3 poachers arrested in Le Pellerin - France,,
MOR8701,"200 kg of bluefin tuna seized in Pescara, Italy",Land - Vehicle,
MOR8726,2 elephant tusks (in pieces) seized from government vehicle - 3 arrested,Land - Vehicle,Operation
MOR8727,"Seahorses, pangolin scales, ivory products and crocodile skin bags seized at Brussels International Airport",Air,
MOR8729,"Panther claws, elephant tusks and alligator heads amongst items seized in Alpes-Maritimes",,
MOR8730,"Sperm whale teeth, tiger claws and ivory seized from a house in Thornaby, UK",,
MOR8731,"Sperm whale tooth, leopard skull and caracal skull amongst items seized from a house in Eastliegh, Hampshire",,
MOR8775,"2,000 kg of Rosewood confiscated in Ratanak Mondol District, Battambang",Land - Vehicle,Intelligence
MOR8776,10 men arrested for illegal possession of Giant Clam pearls,Land - Vehicle,Operation
MOR8777,"72kg of live glass eels - Schiphol Airport, Amsterdam - 2 arrested",Air,
MOR8778,50 ivory pieces seized in different locations in Dar es Salaam,,
MOR8782,330 Radiated & Ploughshare tortoises seized at Kuala Lumpur Airport,Air,Intelligence
MOR8783,Two people arrested in a poaching racket in  Jahanuma Modern Colony - large quantities of skins and meat seized,,Intelligence
MOR8784,"55kg ivory seized in Lira, Uganda - seven arrested",,
MOR8785,Rhino poaching in Kaziranga NP - six arrested,,Intelligence
MOR8789,"5 lion claw & 4 lion teeth seized at Julius Nyerere Airport, Tanzania - Chinese man arrested",Air,Intelligence
MOR8790,Three get 30 years in jail each for killing ‘JK rhino’ in Tanzania,,
MOR8791,3 pieces of rhino horn (2.5 kg) seized at Hong Kong International Airport - 1 arrested,Air,Routine Inspection
MOR8793,14 pieces of rhino horn (10.5 kg) seized at Hong Kong International Airport - 1 arrested,Air,Routine Inspection
MOR8795,55 Turtles (Including 20 Black Pond Turtles) - Chennai to Kuala Lumpur - Fakruddin Ali Ahmad HABEEB Sentenced,,Operation
MOR8796,"1 piece of rhino horn (0.145 kg), 4 Tokay geckos and 1 Reindeer horn seized in Siliguri, West Bengal - 2 arrested",,Intelligence
MOR8797,"2 Himalayan Black bear bile pods and 4 leopard skins seized in Rudraprayag District, Uttarakhand - 2 arrested",,
MOR8798,3 kg of rhino horn seized at Noi Bai Airport,Air,Routine Inspection
MOR8800,"21 white rhino horns, 2 black rhino horns, 2 frozen tiger cubs, 4 lion pelts and raw ivory seized in Ha Noi - 3 arrested (2 convicted)",Land - Train,
MOR8802,93 Asian Songbirds seized at LAX after being smuggled from Vietnam - One man arrested,Air,X-ray
MOR8803,Black rhino horn stolen from University of Vermont,,Intelligence
MOR8805,"Impala, reedbuck and dik dik meat seized in Tarangire National Park - 2 acquitted",,Routine Inspection
MOR8806,"White rhino ""Vince"" shot and killed at Thiory Zoo, Paris, France - horn removed",,
MOR8807,18 suspects arrested in Kenya (various) in anti-poaching sting,,
MOR8808,"2 rhino horns seized in Morokweng, North West - 2 charged",Land - Vehicle,Intelligence
MOR8809,763 kg of ivory disappears from Mozambican Wildlife Service,,
MOR8810,"6 elephant tusks, several leopard skins and a hunderd objects of carved ivory seized - 2 arrested",,Investigation
MOR8811,27kg (9 tusks) of Ivory seized - Zambian man arrested,Land - Foot,Intelligence
MOR8813,"1,989 kg of dried sea cucumbers seized at Kwai Chung Customhouse Cargo Examination Compound",Sea,Routine Inspection
MOR8814,"1,415 kg of Red sandalwood logs seized at Kwai Chung Customhouse Cargo Examination Compound",Sea,Risk Assessment
MOR8817,Over 100 African Grey Parrots seized in Northern Congo,,
MOR8818,Parks boss Edson Chidziya arrested over $3 million worth of rhino horn goes missing - 4 acquitted,,
MOR8819,"4,000 animal parts from 48 species burnt in Nepal",,
MOR8820,7 Argali horns and 4 Ibex horns seized in Kyrgyzstan - one man arrested,Land - Vehicle,
MOR8821,"Pangolin scales and turtle seized in Mongiapura, Madhya Pradesh - 1 arrested",,Operation
MOR8822,1 Elephant killed - 9 suspects have been arrested and a further 11 suspects still at large,,
MOR8823,"Lion fangs, elephant tail hair and ivory bars seized from passenger attempting to board flight from Ho Chi Minh to Hanoi",Air,X-ray
MOR8824,Man from Shenzhen arrested and charged with Five-Year Sentence for Selling Endangered passerines,,
MOR8825,"Sumatran tiger skin and bones seized in Air Muring, North Bengkulu, two suspects arrested",Land - Foot,Intelligence
MOR8826,253 reptiles seized at Soekarno-Hatta International Airport - 1 arrested,Air,X-ray
MOR8827,"141 pangolins rescued from a house in Taman Desa Seraya, Alor Setar",,Intelligence
MOR8828,"7,200 kg of pangolin scales seized at Kwai Chung Customhouse Cargo Examination Compound",Sea,Risk Assessment
MOR8829,288 kg pangolin scales seized at Kuala Lumpur International Airport,Air,
MOR8836,8 pieces of rhino horn (4 kg) seized at Tan Son Nhat International Airport - 2 suspects,Air,Targeting
MOR8837,9 rhino horns (13.2 kg) seized at OR Tambo International Airport,Air,X-ray
MOR8839,47.4 kg of worked ivory and 14.5 kg of raw ivory seized at Hong Kong International Airport,Air,Routine Inspection
MOR8840,Nine rhino carcasses found at Hluhluwe-iMfolozi Park,,
MOR8842,Vietnamese man arrested in possession of a douc langur and four monkeys,Land - Vehicle,
MOR8843,"2,063 seahorses seized at Brussels airport - 3 Chinese nationals convicted",Air,
MOR8844,50 suspects arrested for wildlife crimes including rhino poaching,,
MOR8846,Malaysia makes third major pangolin scale seizure of 393.5kg in a month,Air,
MOR8847,"11 partridges seized at Benazir Bhutto International Airport, Pakistan - British man arrested",Air,Routine Inspection
MOR8848,"4 lions, a lioness, 3 pythons and 2 crocodiles seized from home in Sharjah, UAE",,Intelligence
MOR8849,"4 francolins seized in Ujjain, India - one person arrested",,Intelligence
MOR8850,"Two arrested for possession of over 70 deadly snakes in an apartment in Chakan, India",,Intelligence
MOR8888,1.2 kg rhino horn and 7 ivory bracelets seized at Tan Son Nhat International Airport - 1 arrested,Air,
MOR8908,"1 tiger skin and 1 leopard skin seized in Bhanupratappur, Kanker, Chhattisgarh - 4 arrested",,Intelligence
MOR8916,"12 small-clawed otters, 3 falcons and 5 owls seized at Don Mueang International Airport",Air,
MOR8920,75 hard corals & 5 soft corals seized in Singapore - 1 convicted,,Intelligence
MOR8925,1000 kg of pangolin’ skins and hundreds of live pangolins in Medan,,Investigation
MOR8933,3 Siberian tiger cubs seized at Beirut International Airport,Air,
MOR8935,"Illegal animal and arms racket discovered as antlers, bones and meat seized from a house in Meerut, Uttar Pradesh",,
MOR8938,"2 arrested in Polokwane, Limpopo Province on US warrant for rhino poaching",,
MOR8941,"20,000 kg of red sanders seized in Hanumanthapuram, Tamil Nadu - 3 arrested",,
MOR8948,"Department of Health medical team smuggle 5000 green turtle eggs from Turtle Islands, Tawi Tawi",Sea,
MOR8949,"2 live pythons seized in Sydney, one suspect arrested and convicted",,Investigation
MOR8957,"13 tiger claws and 12 kg of tiger bone seized in Usripar, Maharashtra, two suspects arrested",,Intelligence
MOR8959,Viet Nam burns large stockpile of ivory and rhino horn,,
MOR8960,80 tonnes of capiz shells seized from Navi Mumbai's Ulwe area,Land - Vehicle,Routine Inspection
MOR8961,"1 rhino horn seized in Ntambanana, KwaZulu-Natal - 1 man and 1 woman arrested",Land - Vehicle,Intelligence
MOR8963,"Operation Abia - 48 people detained and over 4,000kg of eel fry seized",,Operation
MOR8966,Ontario man jailed for illegally importing Cuban rock iguanas,Air,
MOR8967,"33,000 kg of Aucklandia costus or 'kuth' seized in Mumbai",Sea,
MOR9226,"750kg of Sea Cucumbers seized in Mandapam, India - two arrested",Land - Vehicle,Intelligence
MOR9227,200 kg of sea cucumbers seized near Mandapam - one held,Sea,Intelligence
MOR9228,"300kg of sea cucumbers seized near Mandapam, smuggler escaped",Land - Foot,Intelligence
MOR9229,"180kg of sea cucumbers seized near Mandapam, one person arrested and one escaped",Land - Vehicle,Routine Inspection
MOR9230,"25 kg sea cucumbers seized, one held in Ramanathapuram",,Intelligence
MOR9231,338kg of sea cucumbers seized in the Ramnad District,Land - Vehicle,Operation
MOR9233,"3,000 kg of sea cucumbers seized at Saumarez Reef, Queensland - 15 suspects detained",Sea,Routine Inspection
MOR9234,600kg Sea cucumber destined for Sri Lanka seized in Tamil Nadu,Land - Foot,Intelligence
MOR9235,"2,500 kg of sea cucumbers seized at Lihou Reef - 15 Vietnamese nationals detained",Sea,Routine Inspection
MOR9236,"4 Chinese men detained at Russian border with 4,600 sea cucumbers",Land - Foot,Routine Inspection
MOR9239,Man from Florida investigated after attempting to sell sea turtle skulls,Other,Investigation
MOR9241,Police seize 240 kg of irregular Arapaima fish shop in Manaus,,Intelligence
MOR9247,"7,200 kg of elephant tusks seized at Kwai Chung Customhouse Cargo Examination Compound - 3 arrested",Sea,Risk Assessment
MOR9255,1 dead tiger seized at Mae Yan Checkpoint - 2 arrested,Land - Vehicle,Routine Inspection
MOR9259,400 live Amazon parrots seized from white Ford in San Cristobal,Land - Vehicle,
MOR9260,310 Amazon Parrots and 1 Boa Constrictor occidentalis seized from a car in San Cristobal,Land - Vehicle,
MOR9261,2098 Yellow-anaconda skins seized from vehicle en route to Buenos Aires,Land - Vehicle,Routine Inspection
MOR9262,Two tourists from Buenos Aires arrested for the theft of 32 specimens of cacti,Land - Foot,
MOR9499,8 pieces of rhino horn (8.16 kg) and 1 ivory carving (0.06 kg) seized at Hong Kong International Airport - 1 arrested,Air,X-ray
MOR9501,4 ivory pieces (18 kg) seized in Yoko - 1 arrested,Land - Vehicle,Operation
MOR9502,36 kg ivory seized in Kuala Lumpur Airport - 1 arrested,Air,X-ray
MOR9510,"Honey badger skin, Pangolin skin, Cobra skin, Python skin, Hyena tail and Mangore skin seized in Chamwino District, Dodoma - 1 convicted",,Operation
MOR9511,"63 birds seized in a raid in El Challo, Argentina - one man arrested",,Routine Inspection
MOR9512,"150 birds seized in Macachín, Argentina",Land - Vehicle,Operation
MOR9515,19 tonnes of red quebracho logs seized in San Martin,Land - Vehicle,Operation
MOR9530,London shop owner fined for selling endangered species,,
MOR9531,1 suspected poacher arrested in Montepuez - later convicted in Tanzania,,Intelligence
MOR9533,"105 ivory pieces (216 kg) seized in Utawala, Nairobi - 7 arrested",,Intelligence
MOR9534,"10 pieces of rhino horn (5 kg) seized at Moc Bai Border Crossing, Tay Ninh - 3 arrested",Land - Vehicle,
MOR9535,Poisoned elephant carcass kills 94 critically endangered vultures in Zimbabwe,,
MOR9536,86 kg of red sandalwood seized at Indira Gandhi International Airport - 1 Chinese national arrested,Air,
MOR9543,Arrest and conviction of ivory trafficker Samuel Pembele with ties to 2Pac network - Congo,,
MOR9544,"Four poachers arrested along the Ndoki River, Congo",,Routine Inspection
MOR9566,0.175 kg of ivory carvings seized in Jinan,,X-ray
MOR9568,"6 ivory carvings (3.79 kg) seized in Shijiazhuang, Hebei",Other,
MOR9570,"Shanghai Railway Bureau ivory seizures, 6-7 September 2015",Other,X-ray
MOR9571,"Seizure of ivory from couple trading online in Tainan, February 2016",,
MOR9572,11 ivory carvings (2.81 kg) and 1 leopard skin bag seized in Zhejiang,Air,Routine Inspection
MOR9573,"Taoyuan International Airport ivory seizure, 7 December 2016",Air,
MOR9579,1 ivory carving seized in Nairobi - 1 convicted,Air,
MOR9580,31 pieces of ivory (15 kg) seized at Tan Son Nhat Airport,,
MOR9749,"73 wildlife products seized from an exhibition in Jaarbeurs, Utrecht - 4 suspects",,
MOR9750,1 carved Elephant tusk and pair of feet seized in Lorient,Sea,
MOR9751,"1 Elephant tusk, 1 piece of ivory, 1 alligator skin, 2 gazelle horns, 4 seashells and 5 corals seized in Avignon",,
MOR9752,2 tusks seized in Bois-le-Duc,,Intelligence
MOR9753,50 ivory carvings (70 kg) seized in Rome,,
MOR9754,400 kg of ivory including carved tusks and other ivory carvings seized in La Spezia,,
MOR9756,May 2015 seizure of ivory and other animal parts,Other,
MOR9757,129 ivory carvings and 2 Elephant tusks seized in Lisbon,,
MOR9758,250 ivory items and 25 kg of raw ivory seized in Sainte-Marie-aux-Mines,,
MOR9759,"Ivory carvings, coral necklaces and a python skin seized at a market in Avignon",,
MOR9760,July 2015 ivory seizure,,
MOR9761,1 piece of ivory seized at Dublin Airport,Air,
MOR9762,"9 ivory carvings and 1 tusk seized in Catania, Sicily",,
MOR9763,5 kg of ivory seized at Amsterdam-Schiphol Airport,Air,
MOR9764,"7 elephant tusks seized in Würzburg, Bavaria - 2 fined",Land - Vehicle,
MOR9765,Auction house in South Lanarkshire fined £1500 for unlawfully auctioning ivory - the ivory was recovered by Police,,
MOR9767,50 pieces of ivory (125 kg) seized at Charles de Gaulle Airport,Air,
MOR9768,"4 ivory carvings seized in Padua, Veneto - 2 arrested",Land - Vehicle,
MOR9769,3 ivory carvings seized at Goteborg Landvetter Airport,Air,
MOR9772,"50 fish and 47 otters seized in Entre Rios and Santa Fe, Argentina",Land - Vehicle,Routine Inspection
MOR9773,2 tusks (70 kg) seized in Chitungulu - 3 charged,Land - Vehicle,Investigation
MOR9774,"Variety of exotic species seized at a veterinary surgery in Lope de Vega, Argentina",,Operation
MOR9775,118 birds and 2 reptiles seized in Buenos Aires,,
MOR9776,"54 birds seized from property in Rio Negro, Argentina",,Intelligence
MOR9777,1 rhino poached at Solio Game Reserve - 2 arrested,,
MOR9785,"4 elephant tusks (16 kg) seized in Machipisa, Harare - 1 charged",,Intelligence
MOR9786,140 snakes & 660 other animals seized from shop in Calabar - 2 arrested,Sea,Routine Inspection
MOR9791,3 ivory pieces seized at Cross Dete - 2 convicted,,
MOR9793,120 kg ivory pieces seized at Jomo Kenyatta Airport - 1 female arrested,Air,
MOR9795,"skins, meat, teeth, claws & skull seized in Chikwa - 14 arrested",,Operation
MOR9796,25 rhino horn pieces (32 kg) seized at Chanida Border Post - 5 arrested,Land - Vehicle,Routine Inspection
MOR9798,"3,000 kg pangolin scales sezied in Cocody - 8 arrested (4 convicted)",,
MOR9800,5 stony corals (4.76 kg) seized at Hannover Airport - 1 suspect,Air,Routine Inspection
MOR9805,"29 birds, 1 iguana and 2 pythons seized in Córdoba, Argentina",,
MOR9806,"260 fish seized in two locations in Agrentina, four arrested",Land - Vehicle,
MOR9807,340 wild birds seized and released in Argentina,Land - Vehicle,Routine Inspection
MOR9808,"434 Canaries and other birds seized in Parque Chacabuco, Argentina",,Intelligence
MOR9809,126 birds seized at Ministro Pistarini International Airport in Buenos Aires,Air,
MOR9810,"2 Jaguar cubs confiscated in Salta, Argentina",,Intelligence
MOR9811,"5300kg fish in truck - Caminero Control Station, Basail - from Entre Rios",Land - Vehicle,Routine Inspection
MOR9812,856 birds were rescued in 2 connected proceeding - Argentina - Madrid,Air,X-ray
MOR9816,"1 Leopard skin and 1 leopard bone seized in Gongabu, Kathmandu - 1 arrested",,Intelligence
MOR9818,166 wild live birds seized from Yungas and Chaco Salteno - trafficker arrested - Argentina,Land - Vehicle,Intelligence
MOR9819,"3,300 turtle eggs seized in Sungai Batu Putih Waters",Sea,Operation
MOR9820,"Live pangolin and 1 kg of pangolin scales at Phansidewa Market, Siliguri - 1 arrested",,Intelligence
MOR9822,1 rhino horn (in 5 pieces) seized from luggage at Suvarnabhumi Airport - suspect arrested,Air,X-ray
MOR9827,"8,058 kg pangolin scales seized at Sepanggar Port, Malaysia - 1 acquitted",Sea,
MOR9828,"270 Pieces of Pine lumber seized in the Philippines, one man arrested",Land - Vehicle,
MOR9830,"51 pieces of Gmelina seized in Benguet, one person arrested",,
MOR9831,New York crushes two tonnes of Ivory,,
MOR9832,"Rhino poached at Hekpoort game lodge, 3 suspects fled the scene",,
MOR9833,"More than a tonne of shrimp seized in Bastian Bay, Louisiana - 3 arrested",Sea,Routine Inspection
MOR9834,"Six red sanders logs seized near Bhakharapeta, seven people arrested",Land - Vehicle,Routine Inspection
MOR9835,"25kg of Agarwood seized at Mumbai airport travelling to Saudi Arabia, one person arrested",Air,Routine Inspection
MOR9836,"130 kg of Agarwood sezied in Mawkyrwat, Meghalaya - 3 arrested",Land - Vehicle,Routine Inspection
MOR9837,"135kg of Agarwood sezied at Mumbai Airport destined for Bangkok, 3 men arrested",Air,Intelligence
